,names,DominantPollutant,aqi,PM10,dew,humidity,NO2,PM2,SO2,CO,O3,URL,Latitude,Longitude,datetime,ptu_id_1,ptu_id_2,ptu_id_3,ptu_id_4,ptu_id_5,ptu_id_6,label_1,label_2,label_3,label_4,label_5,label_6,ptu_ids,sample_values,ptu_labels
175,Sydney,pm25,39,26,0.0,63.8,11.2,39,1.5,1.2,19.2,https://api.waqi.info/feed/Sydney/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,-33.872468,151.213337,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.2,11.2,19.2,26,39,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
176,Tabriz,co,92,51,4.0,54.0,24.0,74,4.0,92.0,0.0,https://api.waqi.info/feed/Tabriz/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,38.079304,46.288699,2020-04-22 01:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[92.0,24.0,0.0,51,74,4.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
177,Taichung,o3,33,11,0.0,79.0,7.5,21,3.2,4.0,33.3,https://api.waqi.info/feed/Taichung/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,24.099611,120.677689,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.0,7.5,33.3,11,21,3.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
178,TAIPEI,o3,41,1,18.0,96.0,6.3,5,0.9,3.4,40.9,https://api.waqi.info/feed/TAIPEI/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,25.062361,121.526528,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.4,6.3,40.9,1,5,0.9]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
179,Taiyuan,pm25,70,42,0.0,13.0,19.2,70,9.7,6.4,15.5,https://api.waqi.info/feed/Taiyuan/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,37.87059,112.548879,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.4,19.2,15.5,42,70,9.7]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
180,Tangshan,pm25,38,32,0.0,25.6,6.0,38,2.6,0.1,27.3,https://api.waqi.info/feed/Tangshan/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,39.630867,118.180194,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,6.0,27.3,32,38,2.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
181,TASHKENT,pm25,57,0,9.0,67.0,0.0,57,0.0,0.0,0.0,https://api.waqi.info/feed/TASHKENT/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,41.3672,69.2725,2020-04-22 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,57,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
182,TBILISI,,-,0,6.5,84.0,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/TBILISI/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,41.7017,44.87564,,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
183,TEHRAN,pm25,63,0,0.0,25.0,38.0,63,16.0,38.0,0.0,https://api.waqi.info/feed/TEHRAN/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.703356,51.397764,2020-04-22 02:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[38.0,38.0,0.0,0,63,16.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
184,Tianjin,pm25,38,17,0.0,14.0,7.4,38,2.1,2.8,27.0,https://api.waqi.info/feed/Tianjin/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,39.084158,117.200983,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.8,7.4,27.0,17,38,2.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
185,Tijuana,pm25,68,0,0.0,0.0,12.3,68,0.0,0.0,20.7,https://api.waqi.info/feed/Tijuana/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,32.528405555556,-116.92079444444,2019-09-23 10:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,12.3,20.7,0,68,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
186,TOKYO,pm10,16,16,0.0,73.9,25.1,1,1.5,4.5,25.6,https://api.waqi.info/feed/TOKYO/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.6414629,139.6981712,2020-04-22 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.5,25.1,25.6,16,1,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
187,Toronto,pm25,21,0,0.0,43.0,7.5,21,0.2,1.9,22.4,https://api.waqi.info/feed/Toronto/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,43.653226,-79.3831843,2020-04-21 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.9,7.5,22.4,0,21,0.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
188,TSHWANE,pm25,78,38,0.0,50.0,5.5,78,0.0,2.7,2.1,https://api.waqi.info/feed/TSHWANE/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,-25.740247,28.170315,2020-04-22 00:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.7,5.5,2.1,38,78,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
189,Ufa,o3,25,4,9.0,83.225,11.2,15,2.1,2.2,24.9,https://api.waqi.info/feed/Ufa/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,55.03171,55.97249,2020-04-21 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.2,11.2,24.9,4,15,2.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
190,Ulsan,pm25,30,20,0.0,43.0,8.4,30,28.6,4.5,24.1,https://api.waqi.info/feed/Ulsan/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.5383773,129.3113596,2020-04-22 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.5,8.4,24.1,20,30,28.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
191,Urumqi,pm10,44,44,0.0,41.0,9.6,38,3.6,4.6,28.1,https://api.waqi.info/feed/Urumqi/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,43.825645,87.616823,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.6,9.6,28.1,44,38,3.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
192,Valencia,o3,19,4,0.0,73.5,6.0,5,2.6,0.1,19.1,https://api.waqi.info/feed/Valencia/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,39.458055555556,-0.37666666666667,2020-04-21 21:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,6.0,19.1,4,5,2.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
193,Varanasi,pm25,34,0,15.0,68.5,13.7,34,6.7,0.0,28.6,https://api.waqi.info/feed/Varanasi/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,25.35055556,82.97833333,2020-04-22 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,13.7,28.6,0,34,6.7]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
194,Vienna,pm25,59,28,0.0,50.6,10.1,59,0.0,0.1,0.0,https://api.waqi.info/feed/Vienna/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,48.2167394444444,16.3809180555556,2020-04-21 22:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,10.1,0.0,28,59,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
195,WARSAW,pm25,58,35,0.0,39.2,14.1,58,2.0,4.0,12.0,https://api.waqi.info/feed/WARSAW/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,52.225171,21.014783,2020-04-21 22:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.0,14.1,12.0,35,58,2.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
196,Wuhan,pm25,102,71,0.0,87.0,22.9,102,3.1,6.9,13.0,https://api.waqi.info/feed/Wuhan/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,30.593099,114.305393,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.9,22.9,13.0,71,102,3.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
197,Wuxi,pm25,59,27,0.0,92.3,13.3,59,2.6,6.4,16.0,https://api.waqi.info/feed/Wuxi/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,31.490637,120.311143,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.4,13.3,16.0,27,59,2.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
198,Xian,,-,0,0.0,65.0,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/Xian/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,34.341568,108.940175,,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
199,Xuzhou,pm25,93,52,0.0,55.3,15.1,93,4.1,3.7,0.0,https://api.waqi.info/feed/Xuzhou/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,34.20475,117.284072,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.7,15.1,0.0,52,93,4.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
200,Yangon,pm25,55,0,25.0,94.0,0.0,55,0.0,0.0,0.5,https://api.waqi.info/feed/Yangon/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,16.8256,96.1445,2020-04-22 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.5,0,55,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
201,Yokohama,pm25,25,14,0.0,72.1,18.6,25,1.5,4.5,9.6,https://api.waqi.info/feed/Yokohama/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.4437078,139.6380256,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.5,18.6,9.6,14,25,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
202,Zapopan,o3,54,34,0.0,9.0,7.1,0,0.0,1.7,53.6,https://api.waqi.info/feed/Zapopan/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,20.680450840176,-103.39873310432,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.7,7.1,53.6,34,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
203,Zhengzhou,pm25,91,55,0.0,57.0,14.2,91,7.1,4.6,21.6,https://api.waqi.info/feed/Zhengzhou/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,34.7466,113.625368,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.6,14.2,21.6,55,91,7.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
204,Zibo,pm25,68,54,0.0,36.2,27.5,68,7.1,0.1,48.0,https://api.waqi.info/feed/Zibo/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,36.813094,118.054868,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,27.5,48.0,54,68,7.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
205,San Jose,o3,31,0,0.0,54.0,1.9,21,1.5,1.7,31.2,https://api.waqi.info/feed/San%20Jose/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,37.34849,-121.89494,2020-04-21 14:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.7,1.9,31.2,0,21,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
206,Austin,pm25,57,0,0.0,53.0,6.2,57,0.5,0.0,16.8,https://api.waqi.info/feed/Austin/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,30.2632079,-97.7128831,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,6.2,16.8,0,57,0.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
207,Jacksonville,pm25,32,12,0.0,40.2,2.0,32,0.2,0.0,20.4,https://api.waqi.info/feed/Jacksonville/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,30.356388888889,-81.635277777778,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,2.0,20.4,12,32,0.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
208,San Francisco,pm25,38,0,0.0,67.0,2.8,38,1.5,3.6,23.3,https://api.waqi.info/feed/San%20Francisco/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,37.76595,-122.39902,2020-04-21 14:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.6,2.8,23.3,0,38,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
209,Charlotte,pm25,13,0,0.0,28.5,0.0,13,0.0,0.0,0.0,https://api.waqi.info/feed/Charlotte/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.213171,-80.874084,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,13,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
210,Indianapolis,o3,34,0,0.0,23.7,2.8,20,0.0,1.9,33.6,https://api.waqi.info/feed/Indianapolis/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,39.787933,-86.13088,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.9,2.8,33.6,0,20,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
211,Seattle,o3,26,0,0.0,63.0,15.8,9,1.5,4.3,26.4,https://api.waqi.info/feed/Seattle/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,47.597222,-122.319722,2020-04-21 14:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.3,15.8,26.4,0,9,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
212,Denver,o3,21,14,0.0,27.8,3.2,21,0.6,1.9,21.2,https://api.waqi.info/feed/Denver/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,39.751184,-104.987625,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.9,3.2,21.2,14,21,0.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
213,Washington,o3,19,0,-1.0,25.0,1.0,14,0.1,0.1,19.1,https://api.waqi.info/feed/Washington/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,38.8577,-77.05922,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,1.0,19.1,0,14,0.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
214,El Paso,o3,41,12,0.0,10.5,0.0,17,0.0,0.0,40.8,https://api.waqi.info/feed/El%20Paso/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,31.7682914,-106.5012595,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,40.8,12,17,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
215,Boston,pm25,25,0,0.0,89.3,3.8,25,1.5,2.2,36.8,https://api.waqi.info/feed/Boston/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,42.3584308,-71.0597732,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.2,3.8,36.8,0,25,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
216,Nashville,pm25,30,0,0.0,70.0,0.0,30,0.0,0.0,0.0,https://api.waqi.info/feed/Nashville/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,36.1767,-86.7386,2020-03-02 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,30,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
217,Portland,o3,26,0,0.0,59.0,1.5,17,0.1,0.1,25.6,https://api.waqi.info/feed/Portland/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,45.496640911,-122.60287735,2020-04-21 14:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,1.5,25.6,0,17,0.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
218,Las Vegas,pm25,19,14,2.0,21.0,1.7,19,0.2,0.1,7.4,https://api.waqi.info/feed/Las%20Vegas/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,36.16396,-115.11393,2020-04-21 13:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,1.7,7.4,14,19,0.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
219,Detroit,pm25,17,0,0.0,43.5,1.8,17,0.6,1.7,29.6,https://api.waqi.info/feed/Detroit/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,42.3149367,-83.0363633,2020-04-21 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.7,1.8,29.6,0,17,0.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
220,Oklahoma City,pm25,38,26,0.0,32.0,13.0,38,0.0,6.7,0.0,https://api.waqi.info/feed/Oklahoma%20City/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.502968,-97.577674,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.7,13.0,0.0,26,38,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
221,Louisville,pm25,18,0,0.0,25.0,0.0,18,0.0,0.0,0.0,https://api.waqi.info/feed/Louisville/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,38.288191,-85.741337,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,18,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
222,Baltimore,pm25,13,0,-4.0,23.0,2.8,13,0.0,0.0,0.0,https://api.waqi.info/feed/Baltimore/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,39.2981,-76.604698,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,2.8,0.0,0,13,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
223,Milwaukee,o3,35,10,0.0,24.0,2.3,19,0.2,1.6,34.9,https://api.waqi.info/feed/Milwaukee/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,43.06122,-87.91352,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.6,2.3,34.9,10,19,0.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
224,Albuquerque,o3,43,20,-7.0,14.0,0.0,19,0.0,0.9,43.2,https://api.waqi.info/feed/Albuquerque/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.0186,-106.651901,2020-04-21 14:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.9,0.0,43.2,20,19,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
225,Tucson,pm10,55,55,0.0,12.0,0.9,9,0.2,1.9,44.0,https://api.waqi.info/feed/Tucson/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,32.251846,-110.965296,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.9,0.9,44.0,55,9,0.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
226,Fresno,pm25,31,15,0.0,51.6,1.0,31,1.5,1.7,28.9,https://api.waqi.info/feed/Fresno/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,36.78538,-119.77321,2020-04-21 14:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.7,1.0,28.9,15,31,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
227,Mesa,o3,42,20,0.0,20.0,0.0,25,0.0,2.3,42.4,https://api.waqi.info/feed/Mesa/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,33.410277777778,-111.865,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.3,0.0,42.4,20,25,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
228,Kansas City,pm25,15,0,1.0,24.0,8.4,15,1.5,0.0,0.0,https://api.waqi.info/feed/Kansas%20City/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,39.10465,-94.57055,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,8.4,0.0,0,15,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
229,Colorado Springs,pm10,10,10,0.0,37.0,0.0,9,0.6,1.0,7.0,https://api.waqi.info/feed/Colorado%20Springs/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,38.848014,-104.828564,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.0,0.0,7.0,10,9,0.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
230,Miami,pm25,66,32,18.0,40.0,0.0,66,0.6,1.8,13.0,https://api.waqi.info/feed/Miami/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,25.794722222222,-80.215555555556,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.8,0.0,13.0,32,66,0.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
231,Raleigh,o3,40,0,0.0,37.2,1.0,0,8.6,1.7,40.0,https://api.waqi.info/feed/Raleigh/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.856098,-78.574203,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.7,1.0,40.0,0,0,8.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
232,Richmond,o3,19,0,0.0,46.5,0.8,0,0.1,0.1,19.0,https://api.waqi.info/feed/Richmond/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,37.55652,-77.40027,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,0.8,19.0,0,0,0.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
233,Omaha,o3,34,31,0.0,25.0,0.0,9,1.5,1.8,34.4,https://api.waqi.info/feed/Omaha/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,41.2474,-95.9731,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.8,0.0,34.4,31,9,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
